jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#U9GU8VVCU,8734,Electro Dragon,Baby Dragon,Elixir Golem,Battle Healer,Mirror,Tornado,Lumberjack,Rage,#J0JJPQRG,10000,Skeleton Army,Skeleton Barrel,Mirror,Clone,Royal Hogs,Golden Knight,Rage,Royal Recruits
#U9GU8VVCU,8734,Electro Dragon,Baby Dragon,Elixir Golem,Battle Healer,Mirror,Tornado,Lumberjack,Rage,#J0JJPQRG,10000,Skeleton Army,Skeleton Barrel,Mirror,Clone,Royal Hogs,Golden Knight,Rage,Royal Recruits
#U9GU8VVCU,8734,Goblin Giant,P.E.K.K.A,Vines,Rage,Electro Wizard,Goblin Machine,Mini P.E.K.K.A,Goblins,#J0JJPQRG,10000,Goblin Drill,Goblin Barrel,Clone,Vines,Rage,Mirror,Freeze,Ice Spirit
#J0JJPQRG,10000,Electro Dragon,Baby Dragon,Battle Healer,Arrows,Heal Spirit,Mirror,Rage,Elixir Golem,#U9GU8VVCU,8734,Goblin Giant,P.E.K.K.A,Vines,Rage,Electro Wizard,Goblin Machine,Mini P.E.K.K.A,Goblins
#J0JJPQRG,10000,Golem,Lumberjack,Night Witch,Baby Dragon,Mega Minion,Zap,Tornado,Lightning,#U9GU8VVCU,8734,Mega Knight,Inferno Dragon,Goblin Gang,Spear Goblins,Skeleton Barrel,Miner,Bats,Giant Snowball
#J0JJPQRG,10000,Ice Golem,Bomb Tower,Barbarian Barrel,Skeletons,Musketeer,Miner,Balloon,Giant Snowball,#U9GU8VVCU,8734,Mortar,Knight,Skeletons,Ice Wizard,The Log,Mega Minion,Tornado,Lightning
#U9GU8VVCU,8705,Mortar,Knight,Skeletons,Ice Wizard,The Log,Mega Minion,Tornado,Lightning,#92UGJ9PVU,8701,Valkyrie,Witch,Mega Knight,Fireball,Goblin Barrel,Cannon,Ice Golem,Ice Spirit
#U9GU8VVCU,8705,Mega Knight,Inferno Dragon,Goblin Gang,Spear Goblins,Skeleton Barrel,Miner,Bats,Giant Snowball,#J0JJPQRG,10000,Lava Hound,Balloon,Mega Minion,Minions,Barbarians,Zap,Fireball,Tombstone
#J0JJPQRG,10000,Arrows,Dart Goblin,Berserker,Wall Breakers,Goblin Drill,Suspicious Bush,Rascals,Goblins,#U9GU8VVCU,8705,Poison,Barbarian Barrel,Bomber,Baby Dragon,Firecracker,Guards,Little Prince,Electro Giant
#J0JJPQRG,10000,Lava Hound,Balloon,Mega Minion,Minions,Barbarians,Zap,Fireball,Tombstone,#U9GU8VVCU,8705,Lava Hound,Balloon,Mega Minion,Minions,Barbarians,Zap,Fireball,Tombstone
#J0JJPQRG,10000,Goblin Giant,Goblin Cage,Dark Prince,Electro Wizard,Sparky,Mega Minion,Giant Snowball,Lightning,#U9GU8VVCU,8705,Electro Giant,Goblin Drill,Dark Prince,Bomber,Lightning,Tornado,Mother Witch,Inferno Dragon
#J0JJPQRG,10000,Lava Hound,Balloon,Mega Minion,Minions,Barbarians,Zap,Fireball,Tombstone,#U9GU8VVCU,8705,Royal Giant,Fisherman,Hunter,Heal Spirit,Skeleton Dragons,The Log,Fireball,Skeletons
#J0JJPQRG,10000,Lava Hound,Balloon,Mega Minion,Minions,Barbarians,Zap,Fireball,Tombstone,#U9GU8VVCU,8705,Royal Hogs,Royal Recruits,Flying Machine,Zappies,Goblin Cage,Mother Witch,Barbarian Barrel,Fireball
#JYUCJQ20,8535,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#J8P8QCP0P,8534,Mega Knight,Archers,Witch,Arrows,Mini P.E.K.K.A,Princess,Musketeer,Goblin Gang
#JYUCJQ20,8503,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#J8VRJVQC9,8530,Firecracker,Royal Recruits,Goblin Gang,Mighty Miner,Arrows,Dart Goblin,Skeleton Barrel,Wall Breakers
#JYUCJQ20,8471,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#UQ9UUCCPQ,8500,Mega Knight,Wizard,Archers,Witch,Golden Knight,The Log,Knight,Goblin Barrel
#YYR22LRP0,9830,P.E.K.K.A,Executioner,Electro Dragon,Cannon Cart,Inferno Tower,Battle Healer,Furnace,Skeleton Army,#JYUCJQ20,8471,Musketeer,Royal Recruits,Magic Archer,Bomber,Balloon,Bowler,Guards,Fisherman
#8GYJ00V9V,10000,Knight,Executioner,Skeleton King,Miner,Baby Dragon,Tornado,Graveyard,Goblin Gang,#JYUCJQ20,8471,Golem,Zap,Princess,Rage,Baby Dragon,Ice Golem,Tombstone,Executioner
#PGQ990PJG,9645,Skeleton Barrel,Wizard,Skeleton Army,Arrows,Clone,Skeleton King,Giant Skeleton,Fire Spirit,#JYUCJQ20,8471,Firecracker,Royal Giant,Wizard,Sparky,Furnace,Tornado,Bandit,Mega Minion
#JYUCJQ20,8471,Valkyrie,Hunter,Poison,Giant Skeleton,Witch,Archers,Goblin Cage,Fire Spirit,#Y98GRV2L,6177,Firecracker,Arrows,Wizard,Mega Knight,Skeleton Army,Mini P.E.K.K.A,Bandit,Lumberjack
#JYUCJQ20,8441,Balloon,Zap,Guards,Lava Hound,Mega Minion,Skeleton Dragons,Tombstone,Fireball,#VPYJ0GG8J,8441,Barbarians,Battle Ram,Bandit,Royal Ghost,Archer Queen,Elixir Collector,Arrows,Heal Spirit
#JYUCJQ20,8413,Balloon,Zap,Guards,Lava Hound,Mega Minion,Skeleton Dragons,Tombstone,Fireball,#C82LC0UVP,8400,Valkyrie,Tesla,Ice Spirit,Poison,Firecracker,The Log,Sparky,Boss Bandit
#LUUPVGG,8443,Hog Rider,Royal Ghost,Zap,Princess,Skeleton Army,Witch,Elite Barbarians,The Log,#JYUCJQ20,8442,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#2YRJ09YU9,8482,Royal Recruits,Skeleton Barrel,Goblin Gang,Wall Breakers,Skeletons,Firecracker,Arrows,Mighty Miner,#JYUCJQ20,8471,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#JYUCJQ20,8442,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#2U8PQJ809,8437,Skeleton Army,Princess,Inferno Tower,Wizard,Zap,Elite Barbarians,Valkyrie,Mini P.E.K.K.A
#VGUVCLL9Y,8461,Wizard,Mega Knight,Ice Wizard,Ice Spirit,Skeleton Army,Goblin Barrel,Skeleton King,Valkyrie,#JYUCJQ20,8472,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#JYUCJQ20,8445,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#9YRPPQGGU,8417,Knight,Wizard,Mega Knight,Tesla,Ice Spirit,Skeleton Barrel,The Log,Firecracker
#YUJG890YJ,8478,Royal Giant,Bandit,Dart Goblin,Goblin Cage,Magic Archer,Giant Snowball,Bomber,Guards,#JYUCJQ20,8474,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#JYUCJQ20,8444,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#GUYLRJ9C0,8454,Wizard,Tesla,Mega Knight,Witch,Firecracker,Clone,The Log,Giant Skeleton
#8V20URQL,10000,Witch,Knight,Graveyard,Poison,Ice Wizard,Goblin Hut,Skeletons,Barbarian Barrel,#JYUCJQ20,8444,Musketeer,Royal Recruits,Magic Archer,Bomber,Balloon,Bowler,Guards,Fisherman
#UYPPQLU88,9245,Barbarians,Executioner,Giant Skeleton,Rage,Prince,Inferno Dragon,Baby Dragon,Golden Knight,#JYUCJQ20,8444,Firecracker,Royal Giant,Wizard,Sparky,Furnace,Tornado,Bandit,Mega Minion
#JYUCJQ20,8444,Valkyrie,Hunter,Poison,Giant Skeleton,Witch,Archers,Goblin Cage,Fire Spirit,#2C8UP9LJ8,8766,Firecracker,Executioner,Mirror,Miner,Tesla,Battle Ram,Furnace,Baby Dragon
#PPJQGLU8,9790,Mini P.E.K.K.A,Skeleton Army,Prince,Fireball,Wizard,Balloon,Inferno Dragon,Princess,#JYUCJQ20,8444,Golem,Zap,Princess,Rage,Baby Dragon,Ice Golem,Tombstone,Executioner
#JYUCJQ20,8414,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#Q8YC9RYVG,8414,Valkyrie,Mega Knight,Arrows,Skeleton King,Mother Witch,Lumberjack,Electro Wizard,Knight
#L222R028R,8456,Tesla,Mega Knight,The Log,Vines,Electro Wizard,Firecracker,Hog Rider,Skeleton Army,#JYUCJQ20,8442,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#JYUCJQ20,8412,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#VL9RJLPGC,8422,Valkyrie,Tesla,The Log,X-Bow,Archers,Bomber,Ice Spirit,Skeletons
#RQRRG88L,8431,Skeleton Army,Mega Knight,Archers,Mega Minion,Ice Spirit,Hog Rider,Mini P.E.K.K.A,Zap,#JYUCJQ20,8443,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball
#JYUCJQ20,8414,Skeletons,Cannon,Hog Rider,Musketeer,Ice Golem,Ice Spirit,The Log,Fireball,#J9LJ2QLUV,8407,P.E.K.K.A,Goblin Cage,Arrows,Tesla,Mini P.E.K.K.A,Witch,Skeletons,Electro Wizard
#PQ9V2QYGV,10000,Battle Ram,Furnace,Zap,Elite Barbarians,Electro Wizard,Bowler,Arrows,P.E.K.K.A,#JYUCJQ20,8414,Musketeer,Royal Recruits,Magic Archer,Bomber,Balloon,Bowler,Guards,Fisherman
#JYUCJQ20,8414,Firecracker,Royal Giant,Wizard,Sparky,Furnace,Tornado,Bandit,Mega Minion,#PQQLRJR08,8398,Archers,Tesla,Poison,Zap,Musketeer,Bomber,Golem,Tornado
#YYGPJJLVQ,9578,Skeleton Barrel,Arrows,Prince,Electro Wizard,Lumberjack,Goblin Gang,Minion Horde,Fire Spirit,#JYUCJQ20,8414,Valkyrie,Hunter,Poison,Giant Skeleton,Witch,Archers,Goblin Cage,Fire Spirit
#82LY9RJQ9,10000,Bowler,Giant Snowball,Hunter,Tombstone,Lightning,Minion Horde,Boss Bandit,Executioner,#JYUCJQ20,8414,Golem,Zap,Princess,Rage,Baby Dragon,Ice Golem,Tombstone,Executioner
#Y9V08RJ9L,9219,Spirit Empress,Wizard,Electro Wizard,Mega Knight,Golden Knight,Barbarian Barrel,Tombstone,Lightning,#JYUCJQ20,8414,Musketeer,Royal Recruits,Magic Archer,Bomber,Balloon,Bowler,Guards,Fisherman
#209UL02GRG,8546,P.E.K.K.A,Wizard,Bandit,Royal Ghost,Ram Rider,Electro Spirit,Zap,Void,#PVCCLGJRU,8533,Knight,Tesla,Graveyard,Ice Wizard,Baby Dragon,Poison,Barbarian Barrel,Tornado
#CGYLP2VCY,8531,Mega Knight,Skeleton Army,Tesla,Dart Goblin,Bats,Archers,Arrows,Ice Spirit,#PVCCLGJRU,8566,Firecracker,Tesla,Boss Bandit,The Log,Ice Spirit,Hog Rider,Goblin Gang,Goblin Barrel
#20YJVUPLC9,8596,Executioner,Giant Snowball,Bandit,Royal Ghost,Ram Rider,Boss Bandit,Lightning,Barbarian Barrel,#PVCCLGJRU,8596,Firecracker,Tesla,Boss Bandit,The Log,Ice Spirit,Hog Rider,Goblin Gang,Goblin Barrel
#V8288QQRY,8626,Barbarians,Battle Ram,Bandit,Royal Ghost,Archer Queen,Elixir Collector,Arrows,Heal Spirit,#PVCCLGJRU,8626,Firecracker,Tesla,Boss Bandit,The Log,Ice Spirit,Hog Rider,Goblin Gang,Goblin Barrel
#V9GLLQR09,8656,Inferno Dragon,Elite Barbarians,Electro Dragon,Elixir Golem,Battle Healer,Arrows,Rage,Heal Spirit,#PVCCLGJRU,8656,Inferno Dragon,Zap,Goblin Hut,Fireball,Mega Minion,Ice Golem,Balloon,Miner
#CPCVP80LR,8375,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#LQLG89CLY,8384,Mega Knight,Firecracker,Valkyrie,Mini P.E.K.K.A,Skeleton Army,Princess,Skeleton King,Wall Breakers
#CPCVP80LR,8345,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#2PLLQG08Q,8353,Valkyrie,Firecracker,Witch,Executioner,Miner,Giant Skeleton,Goblin Barrel,Minions
#CP2CRJYU0,8361,Valkyrie,Mega Knight,Firecracker,Skeletons,Fireball,Cannon,Goblin Barrel,Barbarian Barrel,#CPCVP80LR,8376,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess
#CPCVP80LR,8346,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#P8U09URYR,8350,Royal Ghost,Baby Dragon,Miner,Goblin Gang,Skeleton King,Skeleton Barrel,Firecracker,Inferno Tower
#CPCVP80LR,8317,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#CL0J0Y9GC,8315,Lumberjack,Royal Ghost,Zap,Wizard,Boss Bandit,Arrows,Tesla,Skeleton Army
#PY9C9R2VV,8375,Skeleton Army,Firecracker,Vines,Cannon,Electro Wizard,Hog Rider,Fireball,Mighty Miner,#CPCVP80LR,8344,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess
#CPCVP80LR,8315,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#YJQYG222C,8311,Dart Goblin,Knight,Electro Wizard,Skeletons,Ice Wizard,Bowler,Arrows,Tesla
#CPCVP80LR,8285,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#GU92VCLP9,8291,Mega Knight,Wizard,Arrows,Goblin Barrel,Bats,Skeletons,Mini P.E.K.K.A,Firecracker
#CPCVP80LR,8257,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#JURQPPULJ,8241,Skeletons,Dart Goblin,Mini P.E.K.K.A,Skeleton Army,Bats,Sparky,Minion Horde,Giant
#CPCVP80LR,8226,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#LYYQJVJJU,8248,Tesla,Mega Knight,The Log,Hog Rider,Hunter,Zap,Valkyrie,Electro Wizard
#CPCVP80LR,8196,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#J0JVPV0C2,8202,P.E.K.K.A,Bats,Hog Rider,Wizard,Prince,Zap,Witch,Bomber
#CPCVP80LR,8165,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#RQY82VC9,8178,Elite Barbarians,P.E.K.K.A,Wizard,Zap,Electro Wizard,Ice Wizard,Bandit,The Log
#CPCVP80LR,8135,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#90QQGVGP2,8138,Witch,Lumberjack,Princess,Baby Dragon,Royal Giant,Wizard,Goblin Gang,Arrows
#CPCVP80LR,8105,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#C9J8UP0VY,8105,Spear Goblins,Cannon,Poison,Boss Bandit,Skeletons,The Log,Ice Spirit,Miner
#CPCVP80LR,8075,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#CJ9RYU2VP,8075,Firecracker,Wall Breakers,The Log,Miner,Tesla,Vines,Goblin Gang,Mega Knight
#CPCVP80LR,8046,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#J8RL0PLG,8040,Valkyrie,Wizard,Dart Goblin,Fireball,Lumberjack,Balloon,Electro Wizard,Goblin Gang
#CPCVP80LR,8015,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#VUV9UY8GY,8029,Baby Dragon,Goblin Barrel,Bomber,Knight,Mini P.E.K.K.A,Electro Spirit,Goblin Cage,Inferno Dragon
#P0P2V0JVC,8045,Wizard,P.E.K.K.A,Tornado,Hog Rider,Goblin Barrel,Electro Wizard,The Log,Bomber,#CPCVP80LR,8045,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess
#CPCVP80LR,8014,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess,#LY09QVLUQ,8030,Tesla,Archers,X-Bow,Skeletons,Knight,The Log,Electro Spirit,Fireball
#QYLP98LGL,8040,Freeze,Mega Knight,Goblin Barrel,Goblin Gang,The Log,Bandit,Royal Ghost,Rage,#CPCVP80LR,8044,Valkyrie,Goblin Barrel,Rocket,Inferno Tower,The Log,Ice Spirit,Goblin Gang,Princess
#8VULPLQV,1,Mini P.E.K.K.A,Royal Hogs,Archers,Poison,Battle Healer,Void,Giant,Barbarians,#2YGCJGURG,1,Minions,Hog Rider,Barbarian Barrel,Lumberjack,Rocket,Hunter,Battle Ram,Inferno Dragon
#8VULPLQV,8226,Cannon,Ice Spirit,Hog Rider,Musketeer,Ice Golem,Skeletons,The Log,Fireball,#V09URLY8R,8238,Firecracker,P.E.K.K.A,Prince,Princess,Arrows,Electro Wizard,Goblin Barrel,Royal Ghost
#8VULPLQV,8198,Cannon,Ice Spirit,Hog Rider,Musketeer,Ice Golem,Skeletons,The Log,Fireball,#CUC9YGL08,8184,Mega Knight,Mighty Miner,Lumberjack,Ram Rider,Witch,Wizard,Valkyrie,Hog Rider
#8VULPLQV,8169,Cannon,Ice Spirit,Hog Rider,Musketeer,Ice Golem,Skeletons,The Log,Fireball,#QGVCLY0LJ,8163,Electro Dragon,Lumberjack,Tornado,Inferno Dragon,Balloon,Bowler,The Log,Freeze
#8VULPLQV,8139,Cannon,Ice Spirit,Hog Rider,Musketeer,Ice Golem,Skeletons,The Log,Fireball,#V8RR8UPPV,8139,Wizard,Witch,Ice Wizard,Dart Goblin,Firecracker,Bandit,Mini P.E.K.K.A,Vines
#8VULPLQV,8139,Cannon,Ice Spirit,Hog Rider,Musketeer,Ice Golem,Skeletons,The Log,Fireball,#200P82VLQ2,3988,Goblin Barrel,Knight,Zap,Inferno Tower,Electro Spirit,Rocket,Skeleton Army,Archers
#QJ9RQQ28U,7387,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#YCGC0GVLU,7394,Archers,Skeleton Barrel,Royal Recruits,Knight,Electro Wizard,Tesla,Dart Goblin,The Log
#QJ9RQQ28U,7357,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#UG0JU2QGP,7360,Valkyrie,Skeletons,Archers,Baby Dragon,The Log,Goblins,Ice Wizard,Royal Giant
#J8CG0RCV,7382,Witch,Minion Horde,Skeleton Army,Wizard,Mother Witch,Valkyrie,Skeleton Barrel,Mini P.E.K.K.A,#QJ9RQQ28U,7387,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch
#QJ9RQQ28U,7357,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#8JPQVY9Q0,7357,Mega Knight,Goblin Barrel,Electro Wizard,Dark Prince,Skeleton Army,Ram Rider,Sparky,The Log
#QJ9RQQ28U,7328,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#RCRYPCY0Q,7325,Firecracker,Mega Knight,Minion Horde,Valkyrie,Skeleton Army,Ram Rider,Musketeer,Archer Queen
#QJ9RQQ28U,7300,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#CLLJRQGC,7287,Golden Knight,Goblin Barrel,Minions,Tesla,Night Witch,Hog Rider,The Log,Zap
#QJ9RQQ28U,7271,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#C000P8VGJ,7270,Witch,Skeleton Army,Ice Spirit,Skeletons,Tesla,Hog Rider,The Log,Zap
#QJ9RQQ28U,7241,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#UCVVLR8JY,7243,Royal Hogs,Ice Golem,Goblin Gang,Goblin Barrel,The Log,Fireball,Musketeer,Mini P.E.K.K.A
#QJ9RQQ28U,7212,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#VJ0LQCL00,7210,Wizard,Knight,Prince,Fireball,The Log,Mini P.E.K.K.A,Baby Dragon,Skeleton Army
#QJ9RQQ28U,7181,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#V2PC8V80U,7198,Royal Ghost,Skeleton Barrel,Electro Wizard,Inferno Dragon,The Log,Rage,Mini P.E.K.K.A,Mighty Miner
#QJ9RQQ28U,7152,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#U2PU2VPRU,7149,The Log,Boss Bandit,Royal Hogs,Mega Knight,Mini P.E.K.K.A,Dart Goblin,Cannon,Firecracker
#CVCJU8LY2,7183,Firecracker,The Log,Ram Rider,Mega Knight,Freeze,Skeleton Army,Tombstone,Little Prince,#QJ9RQQ28U,7181,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch
#208PQQULLV,7203,Valkyrie,Barbarians,Inferno Dragon,Baby Dragon,Witch,Princess,Boss Bandit,Bandit,#QJ9RQQ28U,7211,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch
#QJ9RQQ28U,7182,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#209URLCVRV,7181,Golem,Dart Goblin,Golden Knight,Cannon,Minions,Guards,Zap,Ice Spirit
#9CVP8UV8G,7213,Firecracker,Bandit,Cannon,Hog Rider,Musketeer,The Log,Bats,Goblin Gang,#QJ9RQQ28U,7211,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch
#QJ9RQQ28U,7182,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#JUJLQ9GVL,7181,Royal Giant,Royal Ghost,Hunter,Skeletons,Lightning,The Log,Fisherman,Electro Spirit
#VQV9YUJ8,7209,Mega Knight,Zap,Goblin Gang,Wizard,Goblin Barrel,Firecracker,Mini P.E.K.K.A,Bats,#QJ9RQQ28U,7212,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch
#QJ9RQQ28U,7182,Mega Knight,Barbarians,Minions,Arrows,Fireball,Hog Rider,Boss Bandit,Witch,#8QQ8J8V0L,7190,X-Bow,Rocket,Prince,Goblin Barrel,Skeleton Army,Goblin Hut,Valkyrie,Baby Dragon
#GJCUY9,6858,Musketeer,Zap,Prince,Hog Rider,Minions,The Log,Mini P.E.K.K.A,Fireball,#VPYUYVCP0,6858,Baby Dragon,Ice Wizard,Goblinstein,Goblin Cage,Poison,Graveyard,Tornado,Barbarian Barrel
#GJCUY9,6828,Musketeer,Zap,Prince,Hog Rider,Minions,The Log,Mini P.E.K.K.A,Fireball,#V9J2R88UY,6828,Witch,The Log,Mega Knight,Royal Hogs,Mighty Miner,Electro Wizard,Knight,Skeletons
#GJCUY9,6798,Musketeer,Zap,Prince,Hog Rider,Minions,The Log,Mini P.E.K.K.A,Fireball,#VPYJR0PQG,6799,Wizard,P.E.K.K.A,Bandit,Royal Ghost,Ram Rider,Electro Spirit,Zap,Void
#GJCUY9,6768,Musketeer,Zap,Prince,Hog Rider,Minions,The Log,Mini P.E.K.K.A,Fireball,#VPVJGR2PV,6768,Golem,Baby Dragon,Lumberjack,Mega Minion,Night Witch,Lightning,Tornado,Barbarian Barrel
#GJCUY9,6738,Musketeer,Zap,Prince,Hog Rider,Minions,The Log,Mini P.E.K.K.A,Fireball,#VPL89R2LY,6738,Archers,Night Witch,Elixir Golem,Skeleton King,Goblin Machine,Rage,Zap,Goblin Curse
#200P82VLQ2,5162,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#VQQL0PL8V,5161,Baby Dragon,Witch,Inferno Dragon,Goblin Barrel,Lumberjack,Goblin Hut,Hog Rider,Fireball
#200P82VLQ2,5130,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#2092ULCUQR,5157,Skeletons,Cannon,Hog Rider,Musketeer,Freeze,Fireball,Ice Spirit,Ice Golem
#200P82VLQ2,5100,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#V2PY2LLPG,5107,Hog Rider,Cannon,Skeletons,Ice Spirit,Ice Golem,Fireball,Musketeer,The Log
#200P82VLQ2,5074,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#L8YLUYVQ0,5033,Witch,Prince,Skeleton Army,Poison,Lightning,Wizard,Goblin Hut,Ice Wizard
#200P82VLQ2,5045,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#V2PQ902GL,5036,Miner,Wall Breakers,Musketeer,Knight,Poison,Bats,The Log,Tesla
#GQVV2UJVQ,5066,Hog Rider,Firecracker,Mega Knight,Skeleton Army,Minions,Arrows,Cannon,Mini P.E.K.K.A,#200P82VLQ2,5075,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A
#VGL9C8QJC,5073,Skeleton Barrel,Goblin Barrel,Goblin Gang,Rascals,The Log,Princess,Prince,Mirror,#200P82VLQ2,5108,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A
#200P82VLQ2,5081,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#UCRPP0Q9Q,5047,Valkyrie,Hog Rider,Wizard,Skeleton Army,Fireball,Battle Ram,Mini P.E.K.K.A,Witch
#200P82VLQ2,5055,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#20R0CYYJR0,5015,Witch,Skeleton Army,Valkyrie,Minions,Mini P.E.K.K.A,Royal Hogs,Arrows,Bats
#VP2CCU20U,5074,Zap,Bats,Goblin Barrel,Royal Ghost,Skeleton Army,Electro Wizard,Mini P.E.K.K.A,Valkyrie,#200P82VLQ2,5085,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A
#200P82VLQ2,5055,Tesla,Wizard,Valkyrie,Goblin Gang,Balloon,Fireball,Ram Rider,Mini P.E.K.K.A,#20GRU8YGJY,5060,P.E.K.K.A,Executioner,Witch,Goblin Barrel,Hog Rider,Goblin Gang,Firecracker,The Log
