jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#9UPJUUQRR,10555,Valkyrie,Archers,Bowler,Hog Rider,Goblin Barrel,Goblin Gang,The Log,Firecracker,#VVP2QGQ9Q,10555,Witch,Goblin Giant,Ram Rider,Magic Archer,Firecracker,Skeleton King,Phoenix,Goblin Machine
#9UPJUUQRR,10415,Valkyrie,Archers,Bowler,Hog Rider,Goblin Barrel,Goblin Gang,The Log,Firecracker,#GVUYUGY08,10400,Firecracker,Mega Knight,Knight,Witch,Skeleton Barrel,Skeleton Army,Arrows,Bats
#9UPJUUQRR,10250,Valkyrie,Archers,Bowler,Hog Rider,Goblin Barrel,Goblin Gang,The Log,Firecracker,#VYRJLVY0Y,10295,Royal Recruits,Goblin Cage,Zappies,Flying Machine,Royal Hogs,Golden Knight,Arrows,Barbarian Barrel
#VLQ2898CY,10400,Lumberjack,Electro Dragon,Golem,Dark Prince,Skeleton Dragons,Elixir Collector,Tornado,Barbarian Barrel,#9UPJUUQRR,10400,Valkyrie,Archers,Bowler,Hog Rider,Goblin Barrel,Goblin Gang,The Log,Firecracker
#8LULLP0CU,9589,Tesla,Archers,Skeletons,X-Bow,Fireball,The Log,Knight,Electro Spirit,#LG0RP9YY,10000,Skeleton Barrel,Witch,Goblin Gang,Royal Recruits,Goblins,Arrows,Mighty Miner,Suspicious Bush
#CJ2G9Q889,12450,P.E.K.K.A,Firecracker,Bats,Witch,Barbarian Barrel,Cannon,Skeletons,Skeleton Barrel,#LG0RP9YY,12450,Giant Snowball,Archers,Knight,X-Bow,Tesla,Electro Spirit,Fireball,Skeletons
#9G99YJGJ,12600,Royal Giant,Royal Ghost,Skeletons,Fireball,Phoenix,Electro Spirit,Fisherman,The Log,#LG0RP9YY,12600,Giant Snowball,Archers,Knight,X-Bow,Tesla,Electro Spirit,Fireball,Skeletons
#LG0RP9YY,12450,Giant Snowball,Archers,Knight,X-Bow,Tesla,Electro Spirit,Fireball,Skeletons,#RCUVG200,12450,Wizard,Bomber,Hunter,Inferno Dragon,Rage,Knight,Bandit,Musketeer
#2UCP28Q9,12600,Knight,Mega Knight,Arrows,Dart Goblin,Inferno Dragon,Bats,Electro Wizard,Executioner,#LG0RP9YY,12600,Giant Snowball,Archers,Knight,X-Bow,Tesla,Arrows,Ice Spirit,Skeletons
#22VRQQ0R,12750,Firecracker,Knight,Earthquake,Tesla,Vines,Royal Recruits,Royal Hogs,Barbarian Barrel,#LG0RP9YY,12750,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart
#LG0RP9YY,12600,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart,#ULLVC8V8R,12600,Wizard,Firecracker,Skeleton Army,Arrows,Ice Wizard,Minion Horde,Hog Rider,Royal Ghost
#LG0RP9YY,12450,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart,#C2LRLJGGR,12450,Valkyrie,Skeleton Army,Prince,Arrows,Inferno Tower,Minions,Hog Rider,Executioner
#LG0RP9YY,12300,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart,#VLG82RQG2,12300,Knight,Battle Ram,Three Musketeers,Hunter,Bandit,Royal Ghost,Elixir Collector,Barbarian Barrel
#LG0RP9YY,12150,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart,#20Y892VYY2,12150,Royal Giant,Hunter,Guards,Fisherman,Monk,Electro Spirit,Fireball,The Log
#LG0RP9YY,12000,Mortar,Skeleton Barrel,Goblin Gang,Ice Wizard,Berserker,Fireball,Barbarian Barrel,Cannon Cart,#VYVQUYY0P,12000,Royal Giant,Hunter,Skeletons,Royal Ghost,Fisherman,Electro Spirit,Lightning,The Log
#CUL28PL0U,12000,Witch,Cannon,Minions,Hog Rider,Skeletons,Ice Golem,Arrows,The Log,#LG0RP9YY,12000,Wall Breakers,Royal Ghost,Miner,Poison,Minions,Goblin Hut,Skeletons,Barbarian Barrel
#2920RRRQJ,12150,Royal Recruits,Goblin Cage,Zappies,Flying Machine,Royal Hogs,Fireball,Arrows,Barbarian Barrel,#LG0RP9YY,12150,Wall Breakers,Royal Ghost,Miner,Poison,Minions,Goblin Hut,Skeletons,Barbarian Barrel
#LG0RP9YY,12000,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#20Y2V2JQQY,12000,Valkyrie,Wizard,P.E.K.K.A,Prince,Golden Knight,Tesla,The Log,Giant Snowball
#2ULYURY2U,12000,Witch,Valkyrie,Tesla,Arrows,Guards,Bomber,Fireball,Hog Rider,#LG0RP9YY,12000,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#YPPJ8J29J,12000,Royal Ghost,Battle Ram,P.E.K.K.A,Lumberjack,Golden Knight,Mother Witch,Arrows,Vines,#LG0RP9YY,12000,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#U8R2V0YY9,12025,Mega Knight,Firecracker,Mini P.E.K.K.A,Musketeer,Wizard,Dark Prince,Hog Rider,Dart Goblin,#LG0RP9YY,12040,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#LG0RP9YY,11885,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#20Y2U2L2VR,11898,Barbarians,Zap,Balloon,Lava Hound,Mega Minion,Skeleton Dragons,Tombstone,Fireball
#LG0RP9YY,11730,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#VPU8LVRU8,11750,Valkyrie,Goblin Cage,Guards,Lava Hound,Mega Minion,Skeleton Dragons,Arrows,Lightning
#LG0RP9YY,11580,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#2GP2PLVUG,11585,Royal Giant,Lumberjack,Zap,Hog Rider,Wizard,Mega Knight,Goblin Gang,Ice Spirit
#LG0RP9YY,11425,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#20GRQJCVLY,11445,Mega Knight,Firecracker,Skeleton Army,Spear Goblins,Royal Giant,Bats,Skeleton Barrel,Arrows
#VPYCGLU92,11581,Goblin Giant,Zap,Mini P.E.K.K.A,Dark Prince,Sparky,Electro Wizard,Rage,Heal Spirit,#LG0RP9YY,11565,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#LG0RP9YY,11405,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#20Y2QLJJ0U,11430,Valkyrie,Goblin Cage,Guards,Lava Hound,Flying Machine,Skeleton Dragons,Arrows,Lightning
#P9CU9V8PC,11550,Firecracker,Cannon,Hog Rider,Knight,Earthquake,The Log,Goblin Gang,Ice Spirit,#LG0RP9YY,11555,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#90QURGGQY,11700,Knight,Baby Dragon,Tornado,Poison,Barbarian Barrel,Graveyard,Ice Wizard,Tombstone,#LG0RP9YY,11705,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#899Q92Y9,11860,Knight,Firecracker,Dark Prince,The Log,Wizard,Witch,Elite Barbarians,Arrows,#LG0RP9YY,11845,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage
#LG0RP9YY,11695,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#8PG8G8RC8,11705,Witch,Wizard,Skeleton Army,Baby Dragon,Mega Knight,Musketeer,Rocket,Royal Hogs
#LG0RP9YY,11545,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#VPU9J28RU,11550,Ice Spirit,Zap,Lava Hound,Miner,Flying Machine,Phoenix,Tombstone,Goblin Curse
#LG0RP9YY,11395,Mega Knight,Knight,Prince,Golden Knight,Ice Spirit,Executioner,Bats,Rage,#GL8V0G0Y,11395,Tesla,Firecracker,Rocket,Ice Spirit,The Log,Hog Rider,Dart Goblin,Valkyrie
#V2JQY29VR,12320,Valkyrie,Tesla,Royal Hogs,Fireball,Flying Machine,Barbarian Barrel,Firecracker,Little Prince,#29CJ00YPU,12310,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#U0YRYQGRQ,12460,Firecracker,Tesla,Fireball,Knight,The Log,Bats,Void,Ram Rider,#29CJ00YPU,12455,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#J9LQ9Q88Q,12605,Firecracker,Cannon,Skeletons,The Log,Mighty Miner,Earthquake,Hog Rider,Ice Spirit,#29CJ00YPU,12605,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#29CJ00YPU,12455,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#JUQ2J8PYJ,12455,Wall Breakers,Valkyrie,Miner,Tombstone,Fireball,Electro Wizard,Bats,The Log
#90PYGJLJ0,12605,Royal Giant,Royal Ghost,Fireball,Archer Queen,Skeletons,Barbarian Barrel,Fisherman,Electro Spirit,#29CJ00YPU,12600,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#29CJ00YPU,12450,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#JQ809GJGR,12450,P.E.K.K.A,Battle Ram,Dark Prince,Earthquake,Firecracker,Giant Snowball,Magic Archer,Ice Spirit
#29CJ00YPU,12300,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#U82R9LPL2,12300,Skeletons,Cannon,Royal Hogs,Earthquake,Archer Queen,The Log,Ice Spirit,Royal Delivery
#98JC0PJY,12450,Royal Delivery,P.E.K.K.A,The Log,Cannon,Skeletons,Rocket,Archer Queen,Hog Rider,#29CJ00YPU,12450,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#29CJ00YPU,12300,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#V2GQP8QQV,12300,Wizard,Valkyrie,Tesla,Elixir Golem,Dart Goblin,Minions,Arrows,Fireball
#29CJ00YPU,12150,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#YYG0YUVVY,12150,Witch,Mega Knight,Fireball,Miner,Inferno Tower,Valkyrie,Magic Archer,Hog Rider
#29CJ00YPU,12000,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#GCLLJYQPQ,12000,Cannon,Royal Hogs,Archer Queen,Ice Spirit,Earthquake,Skeletons,Royal Delivery,The Log
#L89URJ2LY,12000,Mega Knight,Firecracker,Bats,Poison,Zap,Valkyrie,Miner,Skeleton Barrel,#29CJ00YPU,12000,Royal Giant,Hunter,Furnace,Fireball,Fisherman,Skeletons,Electro Spirit,The Log
#29CJ00YPU,10000,Battle Healer,Cannon Cart,Hog Rider,Guards,Earthquake,Ice Wizard,Witch,Arrows,#YYYPL2UU,10000,Valkyrie,Night Witch,Wall Breakers,Electro Spirit,Fireball,Dart Goblin,Magic Archer,Royal Delivery
#YYYPL2UU,10000,Arrows,Dart Goblin,Mega Knight,Hunter,Inferno Tower,Royal Ghost,Poison,Cannon Cart,#29CJ00YPU,10000,The Log,Firecracker,Balloon,Musketeer,P.E.K.K.A,Knight,Earthquake,Night Witch
#29CJ00YPU,10000,Baby Dragon,Goblin Cage,Barbarian Barrel,Ice Wizard,Dark Prince,Lightning,Electro Giant,Tornado,#YYYPL2UU,10000,Tombstone,Barbarian Hut,Elixir Collector,Goblin Hut,Mirror,Royal Delivery,The Log,Rage
#YYYPL2UU,10000,Electro Dragon,Firecracker,Lumberjack,Mirror,Elixir Golem,Battle Healer,Ice Spirit,The Log,#29CJ00YPU,10000,Valkyrie,Goblin Barrel,Minion Horde,Arrows,Prince,Inferno Tower,Skeleton Army,Princess
#L8GC9RLYQ,12045,Skeletons,Goblin Barrel,Lumberjack,Prince,Witch,Ram Rider,Zap,Goblin Gang,#29CJ00YPU,12040,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#29CJ00YPU,11895,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#RUU099GUC,11890,Archers,Wizard,Tesla,Knight,Wall Breakers,Hog Rider,The Log,Elite Barbarians
#29CJ00YPU,11745,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#LG9C0CQRG,11750,Giant Snowball,Dart Goblin,Goblin Gang,Monk,Suspicious Bush,Ice Spirit,The Log,Goblin Barrel
#29CJ00YPU,11600,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#P22Y8P28Y,11595,Mega Knight,Elite Barbarians,Arrows,Hog Rider,Dart Goblin,Bats,Goblin Gang,Mini P.E.K.K.A
#29CJ00YPU,11450,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#2GUYV9Y00,11450,Valkyrie,Skeletons,Tornado,Magic Archer,Fireball,Miner,Wall Breakers,Bomb Tower
#82GJYVUL,11600,Firecracker,Mega Knight,Skeleton Army,Goblin Gang,Skeleton Barrel,The Log,Inferno Tower,Wall Breakers,#29CJ00YPU,11600,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#29CJ00YPU,11450,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#VPL0C8YJQ,11460,Witch,Giant Snowball,Bomber,Giant Skeleton,Berserker,Goblin Hut,Graveyard,Goblin Curse
#29CJ00YPU,11300,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions,#20Y2G82GQV,11310,Royal Giant,Hunter,Guards,Fisherman,Monk,Electro Spirit,Fireball,The Log
#88R029GGG,13050,Dart Goblin,Valkyrie,Elite Barbarians,Rage,Skeleton Army,Zap,Night Witch,Golem,#29CJ00YPU,13050,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#200QUL9J9,13200,Dart Goblin,Goblin Giant,Rocket,Goblin Gang,Sparky,Zap,The Log,Skeletons,#29CJ00YPU,13200,Royal Giant,Valkyrie,Zap,Fireball,Firecracker,Mini P.E.K.K.A,Goblin Gang,Minions
#2VGGLJ8GY,13045,Zap,Baby Dragon,Mega Minion,Poison,Night Witch,Elixir Collector,Golem,Mini P.E.K.K.A,#YYYPL2UU,13045,Royal Giant,Royal Ghost,Hunter,Fisherman,The Log,Electro Spirit,Skeletons,Lightning
#L8RPL0UVR,13195,P.E.K.K.A,Mega Knight,Magic Archer,Electro Wizard,Arrows,Lumberjack,The Log,Ice Wizard,#YYYPL2UU,13195,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning
#LCL0RULP,13345,Goblin Barrel,Ice Spirit,Inferno Tower,Knight,Princess,Goblin Gang,The Log,Rocket,#YYYPL2UU,13345,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#V0P002UPC,13495,Royal Hogs,Royal Ghost,Lightning,Barbarian Barrel,Cannon,Minions,Electro Spirit,Ice Wizard,#YYYPL2UU,13495,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#YYYPL2UU,13350,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#29QPCQ92,13345,Knight,Furnace,Goblin Hut,Barbarian Barrel,Berserker,Ice Spirit,Poison,Graveyard
#YYYPL2UU,13200,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#JY22J208Q,13200,Firecracker,Tesla,Dart Goblin,Skeletons,Valkyrie,Goblin Barrel,Arrows,P.E.K.K.A
#YYYPL2UU,13050,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#YVQLJUPY2,13055,Mega Knight,Firecracker,Inferno Dragon,Valkyrie,Fireball,Royal Giant,Cannon,The Log
#YJ2GPCCYC,13200,Inferno Dragon,Wall Breakers,Minions,Arrows,Goblin Gang,Mini P.E.K.K.A,Night Witch,Golem,#YYYPL2UU,13200,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#QU8UY82JL,13350,Mega Knight,Wizard,Balloon,Rage,Bats,Skeleton Army,Electro Wizard,Zap,#YYYPL2UU,13350,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#YYYPL2UU,13200,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#V9YLV8P2,13200,Electro Dragon,Bomber,Golem,Mega Minion,Night Witch,Lightning,Arrows,Mini P.E.K.K.A
#YYYPL2UU,13050,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#GUP888J8P,13050,Witch,Royal Hogs,Mini P.E.K.K.A,Golden Knight,The Log,Skeletons,Princess,Goblin Gang
#YYYPL2UU,12900,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#RPY92YYVG,12905,P.E.K.K.A,Battle Ram,Royal Ghost,Poison,Arrows,Bandit,Electro Wizard,Magic Archer
#JUGGQ9L8,13050,Wizard,Dart Goblin,Skeleton Army,Hog Rider,Electro Wizard,Elite Barbarians,Prince,Arrows,#YYYPL2UU,13050,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#YYYPL2UU,12900,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#2VRRLY0C9,12900,Skeleton Barrel,Electro Dragon,Valkyrie,Furnace,Musketeer,Archers,Knight,The Log
#YYYPL2UU,12750,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#QJGCL8PJ2,12750,Mega Knight,Skeleton Barrel,Miner,Bowler,Minions,Arrows,Tesla,Dart Goblin
#JVG0GCYQJ,12900,P.E.K.K.A,Bats,Bomber,Balloon,Lumberjack,Spear Goblins,Arrows,The Log,#YYYPL2UU,12900,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#YYYPL2UU,12750,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#JQR28YUC0,12750,Valkyrie,Firecracker,Electro Giant,Arrows,Tesla,Skeleton Army,Electro Wizard,Mini P.E.K.K.A
#YYYPL2UU,12600,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#2P9YY28LP,12605,Valkyrie,Wizard,Rage,Goblin Barrel,Witch,Giant,Skeleton Army,Zap
#YP09U22L,12750,Lumberjack,Valkyrie,Mini P.E.K.K.A,Elite Barbarians,Zap,Balloon,Goblin Gang,Wizard,#YYYPL2UU,12750,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#GRP8RUPCQ,12900,Mega Knight,Firecracker,Minion Horde,Barbarians,Inferno Dragon,Royal Hogs,Balloon,Rocket,#YYYPL2UU,12900,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons
#YYYPL2UU,12750,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#VQL89V8LL,12750,Hog Rider,Mighty Miner,Goblin Curse,Arrows,Knight,Tornado,Ice Golem,Firecracker
#YYYPL2UU,12600,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#URURR9QUP,12600,Witch,Mega Knight,Minions,Firecracker,Skeleton Army,Sparky,Goblin Gang,Wizard
#YYYPL2UU,12450,Valkyrie,Firecracker,Electro Spirit,Tesla,Hog Rider,The Log,Earthquake,Skeletons,#CPPCCJ9LR,12450,Cannon,Witch,Goblin Barrel,Firecracker,Knight,Giant Skeleton,Arrows,Hog Rider
#20Y2RCJ9LL,12600,Bats,Goblin Drill,Giant Skeleton,Mother Witch,Goblin Hut,Tesla,Arrows,Barbarian Barrel,#YYYPL2UU,12600,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning
#YYYPL2UU,12450,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning,#P9RCJLLPU,12450,P.E.K.K.A,Bomber,Mega Knight,Goblin Barrel,Zap,Arrows,Inferno Tower,Guards
#202C99VCYU,12600,Baby Dragon,Mega Knight,Mini P.E.K.K.A,Wall Breakers,Arrows,Knight,Executioner,Ice Spirit,#YYYPL2UU,12600,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning
#YYYPL2UU,12450,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning,#C2RJLPQ0U,12450,Clone,Berserker,Suspicious Bush,Three Musketeers,Golden Knight,Ice Wizard,Heal Spirit,Earthquake
#YYYPL2UU,12300,Firecracker,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning,#QYR9J99U0,12300,Barbarians,Bomber,Goblin Giant,P.E.K.K.A,Fireball,Rage,Musketeer,Dark Prince
#YYYPL2UU,12150,Valkyrie,Royal Ghost,Hunter,Fisherman,The Log,Royal Giant,Skeletons,Lightning,#JLPP0VU02,12150,Knight,Archers,X-Bow,Tesla,Fireball,The Log,Electro Spirit,Skeletons
#J99Y8QYJC,12300,Goblin Barrel,Dart Goblin,Goblin Gang,Dark Prince,Inferno Tower,Knight,Suspicious Bush,The Log,#YYYPL2UU,12300,Royal Giant,Royal Ghost,Hunter,Fisherman,The Log,Electro Spirit,Skeletons,Lightning
#G0J0GLGV9,11060,Dart Goblin,Battle Ram,Balloon,Rage,Valkyrie,Tesla,Arrows,Skeletons,#C89LR0GLV,11055,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10000,Barbarians,Balloon,Skeleton Dragons,Mega Minion,Lava Hound,Tombstone,Arrows,Lightning,#Q8QPGYL99,9654,Fire Spirit,Knight,Princess,Goblin Gang,Goblin Barrel,Inferno Tower,Poison,Dart Goblin
#VY9CGGQV9,8145,Firecracker,Valkyrie,Bowler,Dart Goblin,Hog Rider,Furnace,Ice Wizard,Magic Archer,#C89LR0GLV,10000,Firecracker,Wall Breakers,Giant Skeleton,Skeletons,Inferno Tower,Miner,Zap,Minions
#C89LR0GLV,10905,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#29RPVPJCP,10905,Valkyrie,Goblin Barrel,Ice Spirit,Barbarian Barrel,Princess,Rocket,Goblin Gang,Inferno Tower
#C89LR0GLV,10755,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#288CUVLQ8,10755,Firecracker,Cannon,Hog Rider,Mighty Miner,Earthquake,Skeletons,Electro Spirit,Barbarian Barrel
#2CRU00PP,10905,Royal Giant,Firecracker,The Log,Knight,Dark Prince,Skeleton Army,Furnace,Musketeer,#C89LR0GLV,10905,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10755,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#VY28UQQRG,10760,Firecracker,Valkyrie,The Log,Tesla,Mega Knight,Dart Goblin,Goblin Barrel,Mini P.E.K.K.A
#PYGPUGGJ8,10890,Royal Giant,Witch,Valkyrie,Electro Wizard,Mega Minion,Guards,Arrows,Zap,#C89LR0GLV,10910,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10755,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#29280JPQ9,10770,Goblin Barrel,Valkyrie,Dart Goblin,Hog Rider,Knight,Cannon,Arrows,Ice Spirit
#C89LR0GLV,10605,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#JLG0QU9UJ,10610,Witch,Mega Knight,Valkyrie,Golden Knight,Baby Dragon,Furnace,Arrows,Mortar
#C89LR0GLV,10455,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#CY9UUVPPG,10460,Cannon,Mega Knight,Hog Rider,Fireball,The Log,Skeletons,Knight,Musketeer
#C89LR0GLV,10310,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#8QP829UL,10305,Firecracker,Mega Knight,Mini P.E.K.K.A,Barbarian Barrel,Wall Breakers,Electro Wizard,Goblin Gang,Miner
#28GPCLYR,10455,Mega Knight,Wizard,Bats,Dart Goblin,Goblin Giant,Arrows,Goblin Barrel,Valkyrie,#C89LR0GLV,10460,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10310,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#YUY2YQQL2,10315,Knight,Dart Goblin,Mega Knight,Princess,Goblin Barrel,Electro Spirit,The Log,Tesla
#VL2CYL9YL,10450,Goblin Giant,Zap,Bomber,Prince,Dark Prince,Phoenix,Arrows,Rage,#C89LR0GLV,10460,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#QQ9LQL9Y,10600,Ice Spirit,Cannon,The Log,Musketeer,Skeletons,Hog Rider,Fireball,Ice Golem,#C89LR0GLV,10615,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10465,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#8YURPGUG,10470,Tesla,Firecracker,Ice Spirit,Earthquake,Hog Rider,Knight,The Log,Skeletons
#C89LR0GLV,10325,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#Y8GP2V8UR,10305,Tesla,Firecracker,Hog Rider,Knight,The Log,Giant Skeleton,Skeleton Army,Electro Wizard
#VL2VP9YP8,10480,Valkyrie,Bats,P.E.K.K.A,Wizard,Hog Rider,Lightning,Zap,Tornado,#C89LR0GLV,10465,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10320,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#VPYRCP92P,10310,Inferno Dragon,Zap,Giant,Guards,Goblin Machine,Boss Bandit,Rage,Goblin Curse
